StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,PhotoCriteria,Informed Consent,Prolific_ID,Age,Bio_Sex,Ethnicity,Ethnicity2,Gend_Ident.,RSQ_1a,RSQ_1b,RSQ_2a,RSQ_2b,RSQ_3a,RSQ_3b,RSQ_4a,RSQ_4b,RSQ_5a,RSQ_5b,RSQ_6a,RSQ_6b,RSQ_7a,RSQ_7b,RSQ_8a,RSQ_8b,BRCS_1,BRCS_2,BRCS_3,BRCS_4,PerceivedStress_1,PerceivedStress_2,PerceivedStress_3,PerceivedStress_4,PerceivedStress_5,PerceivedStress_6,PerceivedStress_7,PerceivedStress_8,PerceivedStress_9,PerceivedStress_10,attnchk,ERQ_1,ERQ_11,ERQ_12,ERQ_13,ERQ_14,ERQ_15,ERQ_16,ERQ_17,ERQ_18,ERQ_19,AQ_1,AQ_2,AQ_3,AQ_4,AQ_5,AQ_6,AQ_7,AQ_8,AQ_9,AQ_10,AQ_11,AQ_12,AQ_13,AQ_14,AQ_15,AQ_16,AQ_17,AQ_18,AQ_19,AQ_20,AQ_21,AQ_22,AQ_23,AQ_24,AQ_25,AQ_26,AQ_27,AQ_28,AQ_29,AQ_30,attnchk,AQ_31,AQ_32,AQ_33,AQ_34,AQ_35,AQ_36,AQ_37,AQ_38,AQ_39,AQ_40,AQ_41,AQ_42,AQ_43,AQ_44,AQ_45,AQ_46,AQ_47,AQ_48,AQ_49,AQ_50,SCS_1,SCS_2,SCS_3,SCS_4,SCS_5,SCS_6,SCS_7,SCS_8,SCS_9,SCS_10,SCS_11,SCS_12,SCS_13,SCS_14,SCS_15,SCS_16,SCS_17,SCS_18,SCS_19,SCS_20,NTBS_1,NTBS_2,NTBS_3,NTBS_4,NTBS_5,attnchk,NTBS_6,NTBS_7,NTBS_8,NTBS_9,NTBS_10,SRQ_1,SRQ_2,SRQ_3,SRQ_4,SRQ_5,SRQ_6,SRQ_7,SRQ_8,SRQ_9,SRQ_10,SRQ_11,SRQ_12,SRQ_13,SRQ_14,SRQ_15,SRQ_16,SRQ_17,SRQ_18,SRQ_19,SRQ_20,SRQ_21,SRQ_22,SRQ_23,PROLIFIC_PID,Create New Field or Choose From Dropdown...
2/8/23 10:10,2/8/23 10:17,0,65.185.24.43,100,423,1,2/8/23 10:17,R_efAQpo1EZV2tNe1,,,,,40.0732,-82.4017,anonymous,EN,1,1,62e2d5c238c450c3579dfa91,20,1,1,2,1,5,3,4,5,3,5,3,2,5,6,2,6,3,5,3,6,3,4,4,3,2,2,3,2,2,3,2,3,2,2,0,5,6,4,5,4,5,4,5,4,4,2,2,3,2,2,2,3,2,3,2,3,2,3,2,2,2,1,2,2,2,2,2,3,1,4,2,2,2,3,2,3,2,2,2,2,2,2,3,2,2,2,2,2,3,1,2,2,1,2,3,2,5,5,5,5,4,4,4,5,4,4,4,5,4,4,5,5,4,5,4,4,3,4,3,5,4,,4,4,5,4,4,5,6,3,5,4,6,6,4,4,5,6,4,4,3,4,5,4,6,5,4,6,6,5,62e2d5c238c450c3579dfa91,
2/8/23 10:27,2/8/23 10:36,0,73.149.158.237,100,525,1,2/8/23 10:36,R_2YKCOjRL8Prm4fn,,,,,43.6444,-72.2455,anonymous,EN,1,1,63d3f9de61039d451f5601cf,33,2,1,2,2,2,4,3,6,1,4,3,6,1,4,5,4,6,3,6,5,4,4,4,4,1,1,1,4,3,1,3,4,1,1,0,6,6,6,1,6,1,6,6,2,6,2,2,2,4,4,1,4,3,3,1,2,1,2,1,2,4,2,3,3,3,4,3,2,3,1,3,1,1,3,2,3,1,2,3,3,4,1,1,2,4,2,3,4,1,2,3,1,2,1,3,1,2,3,2,1,1,1,5,1,6,1,6,6,6,5,1,6,5,1,5,3,4,4,2,4,4,,2,4,4,2,2,6,7,1,2,2,7,5,1,2,5,5,2,2,2,2,7,1,6,6,2,2,6,2,63d3f9de61039d451f5601cf,
2/8/23 10:32,2/8/23 11:18,0,96.90.106.185,100,2797,1,2/8/23 11:18,R_1mCracAPlQ1kq0r,,,,,42.017,-86.2924,anonymous,EN,1,1,61095a37fbf7b13d6f7f2f5b,30,2,1,2,2,1,4,6,6,6,3,1,4,2,3,5,2,1,4,5,5,4,3,4,4,2,1,2,2,2,1,2,2,2,0,0,3,2,3,1,3,1,2,2,1,2,1,2,2,2,2,3,3,2,3,2,2,2,3,3,2,3,3,3,2,2,4,3,3,1,3,3,1,1,1,2,3,2,2,3,3,3,3,3,3,3,2,3,3,1,1,3,2,2,2,3,3,2,2,2,2,2,2,5,2,5,2,5,5,5,4,3,4,5,2,4,3,2,5,2,5,5,,4,1,5,5,5,7,7,1,7,2,7,7,1,4,,7,5,2,1,7,7,1,7,7,2,5,7,5,61095a37fbf7b13d6f7f2f5b,
2/8/23 10:55,2/8/23 11:21,0,104.14.20.153,100,1572,1,2/8/23 11:21,R_1NCbqYID7qglZ7Z,,,,,30.443,-90.4386,anonymous,EN,1,1,59d9d9cd8fd07a0001842484,29,1,1,1,1,2,3,5,6,2,6,3,2,5,6,6,6,4,3,5,5,3,5,3,2,2,1,2,3,2,0,3,3,2,2,0,3,7,6,6,5,6,3,2,6,6,3,4,1,2,1,1,4,1,2,1,4,1,2,1,3,2,4,3,1,3,4,2,1,3,3,3,2,3,2,2,3,1,2,2,3,4,2,1,4,4,2,3,3,2,3,3,2,3,1,1,3,4,5,4,4,3,4,3,1,4,3,3,5,2,3,2,3,2,1,3,2,5,3,3,4,3,,2,5,2,1,3,2,7,4,2,4,5,4,3,5,4,2,6,4,2,5,7,2,3,6,4,7,6,5,59d9d9cd8fd07a0001842484,
2/8/23 11:43,2/8/23 11:53,0,172.58.108.10,100,594,1,2/8/23 11:53,R_2wR0HniHGVHSEXL,,,,,32.7797,-96.8022,anonymous,EN,1,1,611118b967515e93dcf141f1,21,1,1,1,1,1,2,3,4,1,4,3,6,1,6,1,3,1,1,4,2,5,5,5,5,4,2,4,1,2,4,1,3,4,3,0,5,5,5,2,7,1,7,7,7,7,1,3,2,2,2,3,2,1,1,1,1,1,3,1,1,2,1,2,1,4,4,3,1,1,3,4,1,2,1,3,3,3,1,3,1,2,2,3,1,3,1,1,4,2,1,4,2,1,1,1,1,5,5,6,2,1,5,1,6,1,6,6,3,6,5,2,4,3,6,5,6,5,3,5,4,1,,5,2,1,4,1,6,7,1,6,1,7,4,1,7,6,5,4,7,1,6,7,1,4,7,7,1,7,4,611118b967515e93dcf141f1,
2/8/23 11:56,2/8/23 12:18,0,69.137.186.241,100,1297,1,2/8/23 12:18,R_3LdVTjJEZPW0viK,,,,,32.4047,-111.2736,anonymous,EN,1,1,5efc24acc8e96b1e45596223,30,1,1,2,1,4,5,3,5,3,3,2,3,5,6,2,2,5,5,6,5,3,3,4,3,2,2,1,2,2,2,1,2,1,2,0,4,5,4,4,4,4,3,4,3,4,2,1,2,1,2,3,2,2,1,2,1,2,1,2,1,2,1,2,1,2,3,2,2,1,2,1,2,3,2,3,3,2,2,1,2,1,2,2,1,2,1,2,2,1,2,3,2,2,1,2,1,4,3,2,3,2,2,3,4,6,4,6,5,4,6,5,6,5,6,5,6,3,4,3,2,3,,3,3,4,3,2,5,4,5,4,5,4,5,4,4,5,4,5,3,4,5,4,5,4,5,4,5,6,5,5efc24acc8e96b1e45596223,
2/8/23 12:24,2/8/23 12:45,0,146.203.129.25,100,1255,1,2/8/23 12:45,R_SH9zuWOIrhBgNON,,,,,40.7961,-73.9513,anonymous,EN,1,1,62c8c2d71e87b86722f0215b,34,1,4,2,1,5,3,6,3,3,6,3,3,4,4,3,3,4,4,3,4,4,4,5,5,0,0,0,4,4,0,4,4,0,0,0,6,4,5,3,4,3,5,5,2,5,1,3,1,3,4,4,4,1,4,3,1,4,2,3,3,3,2,3,3,4,4,4,4,3,2,4,2,1,1,2,3,2,3,4,4,3,2,1,2,3,3,1,4,1,1,4,4,1,1,2,4,1,1,1,1,1,1,6,1,6,1,6,6,6,6,1,6,6,1,6,6,2,2,2,5,5,,5,1,5,5,5,6,6,1,6,1,6,6,1,4,6,5,2,1,1,6,7,1,6,6,4,2,7,6,62c8c2d71e87b86722f0215b,
2/8/23 13:12,2/8/23 13:19,0,172.58.108.10,100,418,1,2/8/23 13:19,R_1llYplkXFJbis2f,,,,,32.7797,-96.8022,anonymous,EN,1,1,611118b967515e93dcf141f1,21,1,1,1,1,1,4,6,6,1,4,4,2,6,1,4,4,1,1,4,2,4,5,5,1,0,2,3,2,1,2,2,2,4,2,0,7,5,5,2,7,4,7,7,7,7,1,4,1,1,1,3,3,1,1,1,1,1,3,2,1,2,1,2,1,4,3,4,1,1,2,4,1,4,1,2,3,2,1,2,1,2,1,3,1,3,1,2,4,3,1,3,2,1,1,2,1,5,5,5,2,5,4,6,4,2,5,3,2,6,5,6,3,2,3,6,5,3,1,1,4,2,,5,2,1,4,2,4,7,1,6,1,6,3,1,7,6,5,4,7,1,5,7,1,3,7,7,4,7,4,611118b967515e93dcf141f1,
2/8/23 13:24,2/8/23 13:32,0,47.6.168.35,100,491,1,2/8/23 13:32,R_240keg0XIv1Apbh,,,,,36.0683,-119.0343,anonymous,EN,1,1,5adef850eb60400001539109,25,1,1,1,1,4,3,3,3,6,6,2,3,2,4,2,3,6,3,3,6,4,3,4,4,2,2,3,2,2,2,2,2,2,2,0,4,6,4,5,4,5,4,4,5,5,3,2,2,2,2,2,3,3,2,1,2,2,2,2,2,2,2,2,2,2,3,2,1,2,3,3,2,2,2,2,3,2,1,3,2,4,2,2,2,3,3,3,2,1,2,3,2,2,2,4,2,4,4,5,4,4,5,3,4,3,4,3,3,3,4,4,3,3,4,3,3,4,3,3,2,4,,3,4,3,2,2,6,6,3,5,2,6,6,2,5,5,7,3,4,2,6,7,2,5,5,6,5,5,5,5adef850eb60400001539109,
2/8/23 14:26,2/8/23 14:43,0,208.194.214.196,100,1016,1,2/8/23 14:43,R_Wj1AqUFRO5TzLJD,,,,,40.7256,-74.1594,anonymous,EN,1,1,63d1b0363f9bd5a6062dfb1c,21,1,2,2,1,6,4,4,2,4,3,4,4,4,4,4,6,4,4,4,4,5,5,5,5,4,4,2,4,4,1,4,4,1,0,0,7,2,7,1,7,1,4,4,6,7,1,4,1,3,4,4,4,1,4,2,1,1,4,1,3,2,1,4,3,4,4,4,4,1,4,4,4,4,3,2,3,2,4,4,1,4,4,1,1,3,2,1,4,2,1,4,4,1,1,3,3,1,1,1,1,1,1,6,1,6,1,6,6,6,6,1,5,6,1,6,2,4,4,3,5,4,,4,1,4,5,4,7,7,1,7,1,7,7,1,7,7,7,5,7,1,7,7,1,7,7,7,7,7,7,63d1b0363f9bd5a6062dfb1c,
2/8/23 15:26,2/8/23 15:32,0,73.241.108.16,100,367,1,2/8/23 15:32,R_em4auz51uiM6xXz,,,,,37.7771,-122.406,anonymous,EN,1,1,60318abd5f6c24103dd02a1f,28,1,1,2,1,1,4,5,3,1,4,5,3,1,4,2,2,2,3,4,2,4,5,5,4,0,0,1,4,3,0,4,4,0,0,0,6,1,7,1,6,1,6,7,1,6,2,1,2,4,4,4,4,3,2,3,3,3,4,3,2,2,2,2,2,4,3,4,3,2,3,4,2,4,2,2,3,2,3,4,3,4,1,2,2,3,4,4,4,1,2,4,3,2,1,4,4,1,1,1,1,1,1,6,1,6,1,6,6,6,3,1,5,4,1,6,3,3,4,2,4,5,,3,2,4,3,3,5,7,1,3,1,7,7,1,5,6,6,1,5,1,5,7,1,6,7,6,1,6,2,60318abd5f6c24103dd02a1f,
2/8/23 15:36,2/8/23 15:52,0,99.36.13.230,100,952,1,2/8/23 15:52,R_xg3XTfbdkPY00Uh,,,,,43.1166,-87.9904,anonymous,EN,1,1,5ad2c8334d061300011b1985,28,1,6,2,1,3,3,4,5,6,6,4,6,2,4,4,3,4,5,4,3,4,5,5,4,1,2,3,4,4,1,4,3,1,1,0,7,4,7,2,6,2,7,7,4,7,2,2,1,3,1,1,4,1,3,1,1,1,3,1,3,3,4,4,3,4,4,4,1,4,1,4,2,2,2,4,3,1,2,3,1,3,1,2,2,4,1,3,4,3,1,4,2,1,1,1,3,4,3,3,2,1,2,6,2,6,3,6,6,6,6,1,6,3,1,5,4,4,5,3,5,4,,2,3,3,2,1,7,7,1,5,2,7,6,1,3,5,6,3,3,1,3,7,1,6,7,5,3,7,3,5ad2c8334d061300011b1985,
2/8/23 9:02,2/8/23 9:03,0,73.125.188.253,1,27,0,2/15/23 9:03,R_3oBW6FcGbHT2xSB,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ec62902bb44c16b842128f9,
2/8/23 9:04,2/8/23 9:06,0,76.156.172.168,1,116,0,2/15/23 9:06,R_27yFcnwSheO0oll,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000cefee380e61fa9bc5ae4,
2/8/23 9:04,2/8/23 9:32,0,173.17.183.7,1,1643,0,2/15/23 9:32,R_pF3htnUHyQ2cSml,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d8b32e664ac880018630273,
2/8/23 9:30,2/8/23 9:32,0,167.78.194.104,1,127,0,2/15/23 9:33,R_1CpWsvLm7sVqlv2,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63127690860023ab6b50a0b2,
2/8/23 9:32,2/8/23 9:33,0,66.229.13.215,1,26,0,2/15/23 9:33,R_1mJzjGmrCj0aRce,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63bd81516745e78ee7f50f7f,
2/8/23 9:54,2/8/23 9:55,0,134.174.140.197,1,38,0,2/15/23 9:56,R_3fxZfVpR0u0t8Xz,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615d051e2366aeb051acb734,
2/8/23 9:55,2/8/23 9:56,0,24.208.199.40,1,52,0,2/15/23 9:57,R_3HFuCeZuEZCkWP3,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c01d3c509e9c70001500b10,
2/8/23 9:57,2/8/23 9:58,0,108.82.236.66,1,48,0,2/15/23 9:58,R_qPXn8TzdwUd8DjX,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63d569f583de169f7533f494,
2/8/23 10:04,2/8/23 10:07,0,67.184.124.196,1,142,0,2/15/23 10:07,R_cXWIRzjTsxjrYMV,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62877d5f6a054e53313ac916,
2/8/23 10:08,2/8/23 10:13,0,72.188.119.89,23,268,0,2/15/23 10:13,R_wNp5VbOddEplcI1,,,,,,,anonymous,EN,1,1,6362bf83962869b37bcf9909,32,1,1,2,1,,,,,,,,,,,,,,,,,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,6,1,6,1,6,6,6,6,1,6,6,1,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6362bf83962869b37bcf9909,
2/8/23 10:16,2/8/23 10:26,0,96.255.214.50,1,649,0,2/15/23 10:27,R_2w4awgp0i3tPo0V,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63d40bd68bcd36715820bbb6,
2/8/23 11:37,2/8/23 11:37,0,76.188.213.64,1,43,0,2/15/23 11:37,R_Q6A6SxD8aZP89iN,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63d3fbf6aca63e00ed85d00a,
2/8/23 11:38,2/8/23 11:38,0,47.212.204.7,1,27,0,2/15/23 11:38,R_SNrUzQpc3CE4tDX,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6090578fb2299eacaec32b7a,
2/8/23 11:39,2/8/23 11:39,0,108.49.97.118,7,44,0,2/15/23 11:39,R_2QEfHP8H3AiR9Ry,,,,,,,anonymous,EN,1,1,5f934f7fdc89a111b5712011,,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f934f7fdc89a111b5712011,
2/8/23 11:55,2/8/23 11:56,0,70.171.236.198,1,29,0,2/15/23 11:56,R_1ig54GBa6umv8Pl,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dd43df7e0b21b434418ae6c,
2/8/23 10:28,2/8/23 12:03,0,73.184.133.9,11,5706,0,2/15/23 12:10,R_9n85vhTS2zXSLaV,,,,,,,anonymous,EN,1,1,5c93e410ec114b001641a170,29,1,2,2,1,4,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c93e410ec114b001641a170,
2/8/23 12:19,2/8/23 12:21,0,97.65.108.34,1,117,0,2/15/23 12:23,R_eX2AFOgPClxaJDX,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c6c7ec01e50ec000147b635,
2/8/23 13:08,2/8/23 13:09,0,63.155.25.174,1,34,0,2/15/23 13:09,R_12seZSu3PBqTBg6,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5eb5f6d5e38e9f4e6c8dde3f,
2/8/23 13:55,2/8/23 14:01,0,149.75.105.177,1,360,0,2/15/23 14:01,R_1d9P2lLziTYWCOR,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c6709ab926a5b0001eb29c1,
2/8/23 14:48,2/8/23 14:49,0,174.193.129.222,1,60,0,2/15/23 14:49,R_2SjMbDbDDSHmxFo,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62bb42e2f21cfdb280cc975f,
2/8/23 14:49,2/8/23 15:16,0,108.4.240.148,54,1645,0,2/15/23 15:16,R_OvZBrlDubjGslt7,,,,,,,anonymous,EN,1,1,62adcf439ff48317ff72e773,33,1,2,2,1,1,4,1,4,1,4,4,3,1,4,1,4,,,,,,,,,,,,,,,,,,,,7,1,7,1,7,1,7,7,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,6,1,6,1,6,6,6,6,1,6,6,1,6,6,4,5,5,5,5,,5,5,5,4,5,7,7,1,7,7,7,7,1,7,7,7,7,7,1,7,7,7,7,7,7,1,7,2,62adcf439ff48317ff72e773,
2/8/23 15:18,2/8/23 15:21,0,173.2.122.159,1,212,0,2/15/23 15:21,R_d6ecmkDnJvbNXvb,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5eb32b8adc8fc511560fca82,
2/8/23 13:10,2/8/23 15:57,0,98.15.4.202,34,10026,0,2/15/23 15:57,R_2CZKt2UHteYwmwG,,,,,,,anonymous,EN,1,1,62ccc441a118b06a27cd5cdc,31,1,1,2,1,,,,,,,,,,,,,,,,,,,,,2,4,3,2,1,3,1,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,,6,6,6,6,6,1,6,1,2,6,6,6,6,5,5,5,5,5,,5,1,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,62ccc441a118b06a27cd5cdc,
2/20/23 7:03,2/20/23 7:12,0,74.141.28.130,100,515,1,2/20/23 7:12,R_27UnjKFdSmEKqX0,,,,,41.9345,-80.5803,anonymous,EN,1,1,5f55761d9254dc143b167d4e,33,1,1,2,1,3,4,3,5,6,4,2,2,2,4,2,3,2,4,3,5,4,4,5,5,2,2,2,2,2,2,2,2,2,2,0,6,4,5,2,4,4,4,3,4,3,2,2,2,1,2,1,4,2,1,2,2,1,2,3,1,2,1,4,2,3,4,4,2,4,4,4,2,1,4,4,3,2,1,4,1,4,2,2,1,4,2,1,4,1,1,4,4,1,1,4,1,2,2,2,1,3,3,4,2,4,2,5,5,5,5,2,5,5,2,5,5,4,3,3,3,4,,3,3,3,3,3,5,7,1,5,4,6,6,1,7,7,4,4,4,2,6,6,2,6,6,7,1,6,2,5f55761d9254dc143b167d4e,
2/20/23 7:03,2/20/23 7:14,0,72.128.206.141,100,692,1,2/20/23 7:14,R_25zNkPFoSI685YB,,,,,42.6669,-88.263,anonymous,EN,1,1,5d55d562e04e1c0001f5e682,32,2,1,2,2,1,4,5,3,6,2,1,4,1,4,5,3,1,4,3,6,4,5,5,3,0,0,1,4,3,0,3,3,0,0,0,1,1,7,1,6,1,1,4,1,7,2,1,1,2,2,3,4,1,4,2,2,3,4,1,1,2,1,4,4,4,4,3,4,1,3,4,1,2,1,2,3,1,1,4,2,4,1,1,2,4,1,4,3,2,1,4,2,2,1,4,1,1,1,1,1,1,1,6,1,6,1,6,6,6,5,1,6,6,1,6,3,5,3,5,5,5,,1,4,2,3,5,7,7,1,6,1,7,7,1,7,7,7,1,7,1,7,7,1,7,7,7,2,7,1,5d55d562e04e1c0001f5e682,
2/20/23 7:08,2/20/23 7:19,0,99.83.58.226,100,646,1,2/20/23 7:19,R_3IYL9LPbTncYuum,,,,,37.8065,-85.4592,anonymous,EN,1,1,5eb080ccaf87d11143472477,25,2,6,2,2,3,6,6,6,3,5,3,3,2,3,6,6,6,2,3,2,4,5,5,4,2,2,3,2,1,2,2,1,2,2,0,6,5,7,3,6,5,6,6,5,6,3,2,1,3,2,2,4,1,2,2,2,2,1,1,3,2,2,3,3,4,1,3,2,4,4,3,2,1,3,1,3,1,1,4,1,4,1,2,2,4,1,2,3,1,1,4,1,2,2,3,2,4,4,5,5,3,3,3,4,4,4,4,3,5,3,3,4,4,3,4,2,4,2,4,3,3,,3,2,2,2,2,6,6,2,4,3,6,6,2,4,6,6,2,1,2,6,6,2,6,7,4,2,6,4,5eb080ccaf87d11143472477,
2/20/23 7:08,2/20/23 7:19,0,128.172.245.70,100,657,1,2/20/23 7:19,R_3dWzYn06gxSl9ZJ,,,,,37.5537,-77.4602,anonymous,EN,1,1,63d5bb0d1cc3800ad1e343dc,18,1,1,2,1,3,6,6,6,2,3,3,6,6,2,2,2,5,5,6,5,4,3,3,4,2,1,3,2,3,3,2,2,1,2,0,4,6,6,2,7,5,4,5,7,6,3,2,1,1,3,1,2,1,2,3,3,2,1,2,2,2,4,2,2,3,4,2,2,1,3,1,3,3,2,1,3,3,3,2,3,1,3,4,4,1,2,1,2,1,3,2,2,3,3,2,2,3,4,4,3,3,2,4,3,4,3,4,2,3,1,2,2,3,3,2,1,2,4,2,4,5,,3,3,5,4,4,5,7,1,1,2,5,3,1,1,7,6,4,1,1,1,6,1,6,7,1,5,7,5,63d5bb0d1cc3800ad1e343dc,
