StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,PhotoCriteria,Informed Consent,Prolific_ID,Age,Bio_Sex,Ethnicity,Ethnicity2,Gend_Ident.,RSQ_1a,RSQ_1b,RSQ_2a,RSQ_2b,RSQ_3a,RSQ_3b,RSQ_4a,RSQ_4b,RSQ_5a,RSQ_5b,RSQ_6a,RSQ_6b,RSQ_7a,RSQ_7b,RSQ_8a,RSQ_8b,BRCS_1,BRCS_2,BRCS_3,BRCS_4,PerceivedStress_1,PerceivedStress_2,PerceivedStress_3,PerceivedStress_4,PerceivedStress_5,PerceivedStress_6,PerceivedStress_7,PerceivedStress_8,PerceivedStress_9,PerceivedStress_10,attnchk,ERQ_1,ERQ_11,ERQ_12,ERQ_13,ERQ_14,ERQ_15,ERQ_16,ERQ_17,ERQ_18,ERQ_19,AQ_1,AQ_2,AQ_3,AQ_4,AQ_5,AQ_6,AQ_7,AQ_8,AQ_9,AQ_10,AQ_11,AQ_12,AQ_13,AQ_14,AQ_15,AQ_16,AQ_17,AQ_18,AQ_19,AQ_20,AQ_21,AQ_22,AQ_23,AQ_24,AQ_25,AQ_26,AQ_27,AQ_28,AQ_29,AQ_30,attnchk,AQ_31,AQ_32,AQ_33,AQ_34,AQ_35,AQ_36,AQ_37,AQ_38,AQ_39,AQ_40,AQ_41,AQ_42,AQ_43,AQ_44,AQ_45,AQ_46,AQ_47,AQ_48,AQ_49,AQ_50,SCS_1,SCS_2,SCS_3,SCS_4,SCS_5,SCS_6,SCS_7,SCS_8,SCS_9,SCS_10,SCS_11,SCS_12,SCS_13,SCS_14,SCS_15,SCS_16,SCS_17,SCS_18,SCS_19,SCS_20,NTBS_1,NTBS_2,NTBS_3,NTBS_4,NTBS_5,attnchk,NTBS_6,NTBS_7,NTBS_8,NTBS_9,NTBS_10,SRQ_1,SRQ_2,SRQ_3,SRQ_4,SRQ_5,SRQ_6,SRQ_7,SRQ_8,SRQ_9,SRQ_10,SRQ_11,SRQ_12,SRQ_13,SRQ_14,SRQ_15,SRQ_16,SRQ_17,SRQ_18,SRQ_19,SRQ_20,SRQ_21,SRQ_22,SRQ_23,PROLIFIC_PID,Create New Field or Choose From Dropdown...
2023-06-05 12:37:37,2023-06-05 12:54:37,0,199.73.152.191,100,1020,1,2023-06-05 12:54:38,R_tQiQ8AV4JwpetMd,,,,,30.4908,-84.3158,anonymous,EN,1,1,62f13dc95cf68f5d1182f495,26,1,1,2,1,1,3,6,6,5,6,3,6,1,3,2,6,1,4,4,2,4,2,3,2,2,2,3,2,2,2,3,2,1,1,0,2,5,2,3,4,6,5,5,6,3,2,1,3,2,1,1,2,3,3,2,4,1,3,3,3,1,3,3,3,1,3,1,1,4,4,1,4,3,3,1,3,3,1,1,3,4,4,3,4,3,2,1,2,1,2,1,1,2,3,3,4,2,4,3,2,3,2,4,2,4,5,3,4,2,1,3,6,4,1,2,1,2,4,2,4,4,4,4,2,4,5,4,6,5,2,5,2,6,5,2,6,6,7,3,3,2,6,6,1,6,6,6,2,7,4,62f13dc95cf68f5d1182f495,
2023-06-05 12:47:19,2023-06-05 12:58:27,0,100.33.27.117,100,668,1,2023-06-05 12:58:28,R_5hcgoIAIrdpRnBD,,,,,41.1144,-74.0429,anonymous,EN,1,1,612e6569f68929afb886fb5c,23,2,1,1,2,1,4,4,6,5,4,4,6,1,4,2,3,2,4,4,1,4,4,2,5,2,3,4,1,2,2,2,0,3,3,0,1,6,2,2,1,6,2,4,6,3,3,1,4,1,1,1,2,3,2,2,4,1,3,2,4,3,4,3,1,4,4,1,1,2,4,2,1,3,3,1,3,3,2,1,3,3,2,3,4,1,4,1,3,2,2,3,1,3,3,3,4,6,6,6,6,6,4,3,6,3,6,3,4,2,1,5,5,4,2,5,1,4,4,2,3,4,4,1,5,2,2,3,5,7,5,3,3,7,1,5,7,5,5,6,7,5,2,6,2,2,7,7,6,7,4,612e6569f68929afb886fb5c,
2023-06-05 12:40:56,2023-06-05 13:03:59,0,166.199.98.126,100,1382,1,2023-06-05 13:03:59,R_3ssjJhOCBMamfWm,,,,,39.9587,-82.9987,anonymous,EN,1,1,60ff1a1450c5e5c8fe6922d1,21,2,1,2,2,2,3,3,6,6,3,2,6,2,3,3,6,6,5,4,5,4,3,3,4,3,2,3,2,2,2,3,2,3,2,0,6,4,5,3,5,3,5,5,3,5,2,2,1,2,1,1,3,3,1,1,3,2,2,2,2,2,1,4,2,4,4,2,2,3,2,3,1,3,3,3,3,1,2,4,2,4,1,3,2,2,2,3,4,2,2,3,2,2,2,3,2,3,4,4,4,3,4,5,2,5,4,5,5,4,3,3,4,5,2,5,3,4,4,3,4,4,4,3,3,4,4,3,6,5,5,4,3,5,6,5,4,5,6,3,4,1,5,4,2,5,6,4,2,6,3,60ff1a1450c5e5c8fe6922d1,
2023-06-05 13:01:42,2023-06-05 13:11:30,0,108.30.96.159,100,587,1,2023-06-05 13:11:31,R_OJp63UmMNzYwIdb,,,,,40.7041,-73.6184,anonymous,EN,1,1,5fd18d125e1f92195b1717bc,26,1,2,2,1,5,3,6,3,3,6,2,3,6,6,3,3,6,3,6,6,4,4,5,4,2,2,2,2,2,1,2,2,2,1,0,4,5,4,3,4,5,3,3,6,3,2,2,2,2,2,3,2,2,2,2,3,2,4,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,3,4,3,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,3,5,3,3,4,3,5,3,4,3,4,3,3,4,4,4,3,4,2,2,4,4,3,5,4,4,4,6,6,3,5,5,5,5,4,6,6,6,3,4,2,7,6,3,6,6,7,6,6,4,5fd18d125e1f92195b1717bc,
2023-06-05 13:07:55,2023-06-05 13:15:37,0,24.154.223.119,100,461,1,2023-06-05 13:15:38,R_OMVUZYynKisIrJf,,,,,41.0093,-80.619,anonymous,EN,1,1,57a9f41a16a091000112f1cf,23,1,1,2,1,4,6,6,6,3,3,3,6,2,2,2,3,3,3,6,6,4,3,3,4,2,1,2,1,2,1,1,2,1,1,0,6,5,5,5,6,6,5,5,2,4,1,1,2,2,1,3,1,2,2,1,2,1,4,2,2,1,2,2,1,2,2,1,1,2,2,1,1,2,2,3,3,1,2,2,1,2,2,3,2,2,1,1,2,3,1,2,1,2,3,2,2,4,3,3,2,4,3,3,4,3,5,3,3,3,4,3,3,3,2,3,3,4,3,4,4,3,4,3,2,4,4,3,5,6,3,6,6,5,6,5,4,6,5,7,5,4,5,6,3,6,5,5,6,5,2,57a9f41a16a091000112f1cf,
2023-06-05 12:47:18,2023-06-05 13:17:46,0,68.46.152.91,100,1828,1,2023-06-05 13:17:47,R_3pirjevmuq4OFhT,,,,,42.9332,-85.6531,anonymous,EN,1,1,63ced5ba289fa7af427c3740,24,2,2,2,2,4,3,3,6,4,6,3,4,5,4,6,4,4,3,5,6,4,4,4,4,3,2,2,2,2,2,2,1,2,2,0,1,5,6,2,5,4,1,6,2,6,3,4,1,2,2,2,4,1,1,2,1,2,1,2,1,3,2,4,1,4,4,3,2,2,4,2,1,3,4,3,3,2,1,4,2,4,2,1,1,4,2,1,4,2,1,3,2,1,1,3,1,1,1,1,1,1,1,5,1,4,1,5,4,5,4,1,6,5,1,6,5,4,5,5,4,2,4,2,4,2,2,2,4,7,1,5,1,4,4,1,4,3,4,1,4,1,5,6,1,4,6,4,1,6,2,63ced5ba289fa7af427c3740,
2023-06-05 13:09:07,2023-06-05 13:18:21,0,166.199.98.126,100,554,1,2023-06-05 13:18:22,R_emKTjd2vDw4su1H,,,,,39.9587,-82.9987,anonymous,EN,1,1,60ff1a1450c5e5c8fe6922d1,21,2,1,2,2,2,3,3,6,2,6,2,6,2,3,3,3,4,5,4,5,4,3,4,4,3,2,2,2,2,2,3,2,2,1,0,5,3,5,2,5,3,5,5,3,5,2,2,1,3,2,1,4,1,1,1,3,2,2,1,2,3,2,4,2,4,4,2,2,3,3,3,1,2,3,3,3,1,2,4,2,4,3,2,2,3,2,3,4,2,2,3,2,2,2,3,2,3,4,4,4,3,4,5,2,5,3,4,5,4,3,4,5,5,2,4,4,4,4,2,4,4,4,4,2,4,4,3,6,6,5,5,2,5,5,5,4,5,5,3,4,1,6,6,1,6,6,4,3,5,5,60ff1a1450c5e5c8fe6922d1,
2023-06-05 13:20:00,2023-06-05 13:32:17,0,155.186.67.89,100,736,1,2023-06-05 13:32:18,R_1mrrlYcOiMZT9sP,,,,,34.0915,-118.1307,anonymous,EN,1,1,615a084387075364a7462335,27,2,1,2,3,2,3,4,5,4,2,4,5,6,6,3,2,4,5,4,2,4,3,3,3,2,3,4,1,2,3,2,1,2,3,0,3,4,4,5,5,5,2,4,5,4,3,1,2,1,1,1,3,2,2,3,4,1,1,2,3,1,3,2,2,2,3,1,1,2,3,2,3,4,3,3,3,3,2,3,4,2,2,2,3,1,3,1,2,1,3,2,1,4,2,4,2,3,3,5,4,3,4,3,3,1,2,3,3,2,1,4,2,2,3,2,1,2,4,1,5,5,4,3,3,5,4,5,6,6,1,1,1,7,6,1,6,3,5,6,5,1,3,6,1,5,7,6,5,7,4,615a084387075364a7462335,
2023-06-05 12:49:47,2023-06-05 13:46:07,0,67.163.51.14,100,3379,1,2023-06-05 13:46:07,R_1kNzRw2HDgHy2NH,,,,,41.8482,-87.6521,anonymous,EN,,1,60ffa146784103f75aadb045,35,1,1,2,1,4,3,6,6,3,6,3,6,3,4,3,6,3,3,3,6,4,5,3,4,1,0,2,3,3,1,3,4,0,1,0,5,6,6,2,6,4,6,6,7,7,3,2,3,4,4,4,4,1,3,2,2,3,2,4,2,3,3,3,2,3,1,4,2,3,3,4,4,1,1,3,3,2,2,3,1,4,3,1,3,3,2,2,2,1,2,3,3,1,2,2,2,1,1,1,1,1,1,6,1,6,1,6,6,6,6,1,6,5,1,4,3,5,3,1,4,3,4,3,2,4,2,3,6,6,2,4,4,5,6,2,4,4,6,3,5,2,6,4,2,5,6,6,2,6,4,60ffa146784103f75aadb045,
2023-06-05 13:33:15,2023-06-05 13:46:18,0,128.173.76.137,100,782,1,2023-06-05 13:46:19,R_1jTyl83cB4leN0y,,,,,37.2532,-80.4347,anonymous,EN,1,1,61084dbab48ab21fce452554,25,2,1,2,2,6,1,4,5,4,1,2,6,3,1,2,6,4,4,4,2,4,4,5,4,3,2,3,3,2,2,3,2,1,1,0,3,7,3,5,3,6,3,3,7,3,1,2,1,2,1,4,4,1,4,3,4,1,1,4,2,2,4,4,4,4,4,2,3,4,2,1,2,3,2,4,3,1,1,3,3,2,1,1,4,2,1,3,1,2,3,3,2,3,2,4,4,6,5,6,5,4,6,3,2,5,2,4,4,4,1,3,6,5,1,5,1,2,5,1,5,5,4,5,2,5,4,5,7,7,1,1,2,7,6,1,1,5,5,5,3,1,5,7,1,6,7,5,6,7,3,61084dbab48ab21fce452554,
2023-06-05 13:45:20,2023-06-05 13:54:30,0,68.50.168.126,100,550,1,2023-06-05 13:54:31,R_3st7HodBVfKBO1W,,,,,40.2116,-85.4273,anonymous,EN,1,1,605e52035e8254058df590fa,21,1,1,2,1,1,4,3,5,5,4,2,6,1,4,6,6,1,3,3,2,4,3,4,3,2,2,4,2,2,3,2,1,3,3,0,6,7,6,7,6,7,6,6,7,6,3,3,1,2,1,2,4,1,2,1,3,1,3,2,4,3,3,3,1,3,4,1,1,1,2,1,1,2,2,2,3,1,1,2,2,4,1,1,3,4,1,1,4,3,3,3,2,3,3,2,2,4,2,4,4,3,5,2,4,4,4,4,3,3,2,2,2,3,4,3,2,3,4,3,4,5,4,4,2,3,3,3,5,5,2,2,5,6,6,2,5,5,7,5,5,2,5,5,2,7,7,5,5,7,5,605e52035e8254058df590fa,
2023-06-05 13:54:41,2023-06-05 14:15:44,0,73.145.173.108,100,1262,1,2023-06-05 14:15:44,R_21yUVSiJhXD8Nza,,,,,42.2807,-83.7801,anonymous,EN,1,1,610745dee13497549c9d6fba,22,2,1,2,3,2,2,4,6,2,6,4,3,2,6,2,3,1,4,6,6,3,2,4,4,2,3,4,2,2,2,1,1,2,3,0,2,3,5,3,3,2,6,5,4,4,2,2,1,2,2,3,3,1,3,2,3,2,3,1,2,3,2,3,3,3,4,3,2,3,2,2,2,2,2,3,3,2,2,3,1,3,2,3,2,3,3,1,3,3,3,3,2,3,3,3,3,3,3,4,2,2,2,4,2,5,3,4,4,3,2,2,5,3,1,2,2,1,4,3,5,4,4,4,2,3,4,4,5,6,1,3,2,6,3,3,3,5,4,5,2,2,4,5,2,4,6,3,3,6,4,610745dee13497549c9d6fba,
2023-06-05 14:15:44,2023-06-05 14:23:32,0,108.255.57.32,100,467,1,2023-06-05 14:23:33,R_4YGw381UcVbM29X,,,,,30.5154,-97.6689,anonymous,EN,1,1,602c1f715e466a4985a5776f,21,2,4,2,2,3,5,4,6,4,2,2,3,3,6,4,6,6,5,3,5,4,4,5,3,2,2,3,3,1,2,3,1,1,2,0,5,6,5,5,6,6,5,6,6,5,3,2,2,2,3,3,4,2,4,2,3,3,1,3,3,3,3,3,4,3,4,3,3,3,3,3,2,2,4,3,3,1,1,3,3,3,3,2,2,4,4,4,3,2,2,3,2,2,3,2,2,4,4,4,4,3,3,3,4,4,4,4,3,4,3,4,2,2,2,3,2,3,5,1,3,4,4,2,2,4,4,4,5,6,1,5,3,5,3,1,1,6,5,3,1,1,5,5,1,5,7,1,3,6,3,602c1f715e466a4985a5776f,
2023-06-05 14:34:04,2023-06-05 14:43:20,0,66.161.206.226,100,556,1,2023-06-05 14:43:21,R_3koGtlT5xjYmjKO,,,,,39.1059,-84.5047,anonymous,EN,1,1,5d8e64ab4e055600157a3d90,32,2,1,2,2,1,4,4,2,1,4,3,6,2,3,2,6,6,5,3,5,4,4,5,3,2,2,3,3,2,1,3,2,2,2,0,6,5,6,1,6,2,6,6,6,6,2,3,2,3,3,3,4,1,3,4,2,3,3,2,2,3,2,3,3,3,4,3,3,2,2,3,2,3,2,2,3,2,3,2,3,3,2,3,2,4,1,3,3,2,2,3,2,2,1,2,2,2,2,2,2,2,2,5,2,6,2,6,5,4,4,2,6,6,2,4,4,2,4,2,5,4,4,2,4,3,2,4,7,7,1,5,2,7,7,1,6,6,7,4,6,2,6,7,1,7,7,7,2,7,4,5d8e64ab4e055600157a3d90,
2023-06-05 14:43:17,2023-06-05 14:54:36,0,73.208.226.87,100,678,1,2023-06-05 14:54:38,R_sGb6NMkmp8CrTEJ,,,,,42.055,-87.6951,anonymous,EN,1,1,5783d80d275be60001358349,22,1,4,2,1,4,4,3,4,6,4,4,3,6,3,3,6,4,3,2,6,4,5,4,4,2,1,3,3,2,2,3,2,1,2,0,7,5,7,2,6,4,7,6,5,7,2,3,1,1,2,2,4,1,3,2,2,2,3,2,2,1,2,3,1,4,4,3,1,3,3,3,1,1,2,4,3,1,2,3,1,3,1,2,2,3,2,1,4,3,2,4,2,2,2,2,2,1,2,2,2,1,2,5,2,6,1,6,5,4,4,2,5,6,1,5,3,2,5,2,5,5,4,5,2,5,4,4,7,7,1,6,1,7,6,2,6,7,7,1,5,2,6,7,1,7,7,5,2,7,2,5783d80d275be60001358349,
2023-06-05 14:58:36,2023-06-05 15:13:32,0,136.55.191.46,100,895,1,2023-06-05 15:13:33,R_Y0k1eVb9ztdcMUx,,,,,33.8088,-84.2815,anonymous,EN,1,1,61002b174a64f106fb46f6a0,25,2,1,2,2,1,1,4,3,1,4,4,6,3,6,4,6,4,4,4,6,5,5,5,5,2,2,3,2,2,3,2,2,1,2,0,7,6,7,3,6,7,7,7,5,7,2,4,1,2,3,3,4,1,3,2,4,2,1,1,2,2,4,4,3,4,4,3,1,1,1,2,1,2,1,4,3,1,3,4,2,4,1,2,3,2,1,4,3,1,2,4,1,2,1,1,2,4,4,4,4,1,1,3,4,5,1,4,4,4,5,3,5,5,2,2,2,1,5,1,5,5,4,4,2,5,5,5,7,7,1,5,1,7,7,1,6,6,7,1,6,1,7,7,1,7,7,7,1,7,1,61002b174a64f106fb46f6a0,
2023-08-07 09:29:50,2023-08-07 09:41:20,0,47.225.20.57,100,689,1,2023-08-07 09:41:21,R_2us91pv4Y89GbVm,,,,,43.1152,-85.5136,anonymous,EN,1,1,605bd9acd66170da8fbcdc92,23,2,1,2,2,4,3,6,6,4,4,2,3,6,3,2,3,3,3,6,5,4,4,4,4,2,1,2,3,3,1,1,3,1,1,0,6,2,6,2,6,3,6,6,3,6,2,2,1,3,3,2,4,1,3,1,1,2,2,2,2,3,1,3,3,3,4,3,3,3,3,4,2,2,3,3,3,2,2,3,2,3,2,2,2,3,1,1,3,1,1,3,3,1,1,3,1,1,1,1,1,1,1,6,1,6,1,6,5,5,5,1,5,5,1,5,5,3,1,4,5,5,4,3,2,3,4,4,7,7,1,5,1,6,6,1,5,6,5,5,5,1,5,6,1,5,5,4,4,7,5,605bd9acd66170da8fbcdc92,
2023-08-07 09:30:46,2023-08-07 09:42:39,0,47.34.50.229,100,712,1,2023-08-07 09:42:39,R_2aLxintLt9PTw1n,,,,,44.9656,-89.7066,anonymous,EN,1,1,5cab944b41de360017e2c3db,30,2,3,2,2,4,3,4,6,1,6,3,6,2,3,4,6,6,3,4,5,4,5,4,5,1,0,2,3,2,1,3,3,1,0,0,5,4,5,2,6,1,6,5,3,6,3,3,1,3,2,3,4,1,3,2,3,1,2,2,3,1,3,2,3,4,3,3,4,4,3,3,2,3,4,4,3,2,1,3,2,4,1,2,3,3,2,3,4,2,3,4,2,3,1,3,2,2,2,2,3,1,1,5,2,3,2,4,5,4,3,1,5,6,1,4,3,4,3,5,5,3,4,3,2,1,3,2,4,6,1,3,2,6,5,2,4,3,4,2,4,2,4,7,1,4,5,4,2,7,4,5cab944b41de360017e2c3db,
2023-08-07 09:33:08,2023-08-07 09:43:49,0,108.147.177.58,100,641,1,2023-08-07 09:43:51,R_eo38zjuApSAgMTL,,,,,37.751,-97.822,anonymous,EN,1,1,60ff1539d9a91f7b81bb2806,22,2,1,2,2,2,4,6,6,6,4,3,3,1,4,6,3,1,4,3,6,4,4,4,4,2,2,3,2,2,1,2,3,2,1,0,5,6,2,2,6,7,5,4,3,4,3,2,2,2,3,4,4,2,4,3,3,3,4,2,2,2,3,4,4,3,4,2,3,2,3,2,3,2,1,3,3,2,2,3,2,4,2,2,3,3,1,3,1,2,2,3,1,3,2,1,2,3,2,4,4,4,2,5,2,5,4,4,5,3,2,3,5,4,1,3,2,2,4,1,4,5,4,2,2,4,3,4,7,6,2,5,2,6,6,2,4,6,6,5,5,2,5,5,1,6,7,5,5,6,5,60ff1539d9a91f7b81bb2806,
2023-08-07 09:32:39,2023-08-07 09:44:00,0,73.15.126.178,100,680,1,2023-08-07 09:44:01,R_3qmrSyhM0nFGfaD,,,,,37.7618,-121.9133,anonymous,EN,1,1,5e5e623737be5e1762ad4418,23,1,1,2,1,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,0,0,1,3,4,1,4,3,1,2,0,5,2,5,2,7,7,7,7,5,4,4,3,1,4,1,2,3,1,2,1,1,1,3,4,3,4,1,4,2,4,2,4,2,2,1,4,2,2,3,4,3,2,2,4,1,4,1,1,1,3,2,1,3,1,1,4,4,1,1,3,2,1,1,1,1,1,1,6,1,6,1,6,6,6,6,6,6,6,1,6,6,4,3,1,5,5,4,5,1,5,2,1,7,7,1,6,1,7,7,1,2,4,2,1,1,1,5,7,1,5,7,6,1,7,1,5e5e623737be5e1762ad4418,
2023-08-07 09:32:37,2023-08-07 09:45:17,0,107.129.65.101,100,759,1,2023-08-07 09:45:18,R_1PTxgLtsXz5IMD8,,,,,33.2867,-87.0991,anonymous,EN,1,1,63d7ec164d40c184be89bf34,32,2,1,2,2,4,4,4,6,4,6,4,4,6,6,4,6,6,4,4,2,4,2,2,4,4,4,4,0,0,4,0,0,4,4,0,7,4,7,1,6,5,7,7,6,6,2,1,2,1,1,1,1,2,2,4,4,1,1,2,3,2,4,3,3,3,4,1,2,2,3,1,3,3,3,4,3,3,3,1,2,3,2,4,4,1,3,1,2,1,4,2,1,3,3,3,2,6,5,6,6,6,6,4,6,3,6,3,4,5,3,3,3,3,5,1,1,3,3,5,4,5,4,3,4,3,4,5,4,6,4,1,1,6,6,3,5,5,4,4,4,2,5,6,1,4,7,7,5,7,2,63d7ec164d40c184be89bf34,
2023-08-07 09:30:59,2023-08-07 09:46:03,0,172.59.64.144,100,903,1,2023-08-07 09:46:04,R_2wTg8IGCXFKyWpb,,,,,30.3562,-81.688,anonymous,EN,1,1,631f991a0a5b1611251a3ebe,30,1,2,2,1,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,0,0,2,4,4,0,4,4,2,4,0,7,4,7,7,7,2,6,7,1,2,1,2,1,4,3,3,4,2,3,2,2,1,1,1,1,2,3,3,3,4,4,2,2,2,2,1,1,2,4,3,3,2,1,1,2,2,3,2,3,1,2,2,3,2,1,3,2,1,1,1,3,6,6,5,5,4,4,4,6,6,4,5,4,5,6,6,6,6,1,2,3,5,5,3,5,4,4,1,5,5,4,4,7,7,3,5,7,7,6,3,2,5,6,4,4,1,4,5,1,4,7,5,1,7,4,631f991a0a5b1611251a3ebe,
2023-08-07 09:30:22,2023-08-07 09:46:56,0,107.218.180.65,100,993,1,2023-08-07 09:46:56,R_DtSxUnpdM19NaRr,,,,,29.5211,-98.3293,anonymous,EN,1,1,60fec21e36a05990cfa8a715,26,2,1,2,2,4,4,3,5,2,4,3,6,2,4,6,6,5,4,3,2,4,4,5,3,3,3,3,2,1,2,2,1,3,3,0,5,5,5,2,5,5,5,5,5,5,2,2,2,2,2,3,2,3,4,3,4,2,2,4,3,3,3,4,1,3,4,1,1,2,3,1,3,2,3,3,3,2,4,3,2,3,2,3,3,3,1,2,2,3,2,3,1,3,3,4,4,4,4,4,4,3,4,3,4,4,3,4,3,2,2,4,5,3,1,3,1,3,3,3,5,4,1,3,2,3,4,4,6,6,1,5,2,7,6,2,6,4,6,3,6,1,6,6,2,6,7,7,4,6,2,60fec21e36a05990cfa8a715,
2023-08-07 09:39:22,2023-08-07 09:47:09,0,162.199.200.77,100,467,1,2023-08-07 09:47:11,R_6fdes52kj2edhy9,,,,,33.6416,-117.6898,anonymous,EN,,1,6112c911a83cc494df38b468,28,2,1,1,2,4,3,6,3,5,6,2,6,5,3,2,6,6,5,3,6,3,4,2,3,2,3,3,2,2,2,1,1,3,3,0,6,5,6,3,5,5,5,6,6,5,2,2,2,2,2,3,3,2,4,2,3,3,3,2,2,3,3,4,3,2,3,1,2,2,3,2,3,3,3,3,3,2,2,3,2,3,3,2,3,2,2,3,3,2,2,2,2,2,2,2,2,5,4,5,5,4,5,2,5,3,6,6,2,3,3,4,4,2,3,2,4,2,4,4,3,4,4,5,2,3,4,4,6,6,2,5,3,6,4,2,4,5,5,5,3,2,6,5,2,5,5,4,4,6,5,6112c911a83cc494df38b468,
2023-08-07 09:51:23,2023-08-07 10:01:43,0,70.181.173.98,100,619,1,2023-08-07 10:01:43,R_1Hd8XOFedTRZIbl,,,,,32.6387,-117.0801,anonymous,EN,1,1,5c1edaeaafeeef00011588b3,28,1,1,1,1,1,4,1,4,6,4,2,6,1,4,1,3,1,4,5,6,5,4,5,5,1,0,1,4,3,0,4,3,0,1,0,3,5,5,1,6,3,4,6,4,5,1,2,4,2,1,1,4,4,2,1,2,1,2,2,1,3,2,3,3,4,4,3,1,3,1,3,2,1,4,2,3,2,1,4,2,4,1,1,2,2,2,1,3,1,2,4,2,1,1,3,4,1,2,1,2,1,1,6,2,5,1,6,5,5,4,1,6,5,1,5,4,3,5,4,5,4,4,5,2,4,4,5,7,7,1,5,6,7,7,1,7,6,7,3,7,1,7,6,1,7,7,7,2,7,4,5c1edaeaafeeef00011588b3,
2023-08-07 09:32:09,2023-08-07 10:07:27,0,99.110.186.58,100,2117,1,2023-08-07 10:07:27,R_eJXmpTzktCaEKop,,,,,33.9372,-84.0791,anonymous,EN,1,1,632a9a164ae4b7deb9aa84db,26,2,2,2,3,5,3,3,6,4,4,3,3,4,4,3,3,4,4,5,6,3,4,4,4,1,1,2,1,4,2,1,4,1,1,0,6,6,6,3,4,5,5,5,6,4,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,1,3,3,3,2,3,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,5,5,5,5,2,5,5,2,4,4,4,4,4,4,4,4,4,4,5,3,4,7,7,2,6,4,4,5,3,5,6,6,3,2,2,5,6,2,5,7,6,2,7,3,632a9a164ae4b7deb9aa84db,
2023-08-07 09:56:57,2023-08-07 10:07:47,0,174.236.102.41,100,649,1,2023-08-07 10:07:47,R_1IJYJ7NKeCOZKsP,,,,,33.9449,-117.3834,anonymous,EN,1,1,6100652c5329da76a962cdb3,22,1,4,2,1,4,3,3,5,2,5,2,2,3,6,4,6,3,5,3,6,4,3,4,4,2,3,3,3,2,3,3,2,3,1,0,5,5,3,4,5,1,2,3,4,4,2,3,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,3,3,4,2,2,2,2,2,2,1,2,3,3,2,2,2,2,2,2,1,1,2,2,2,2,2,3,4,1,2,3,3,4,4,1,2,3,3,6,4,3,3,3,3,3,4,4,3,3,2,2,2,4,5,2,3,3,4,3,4,4,4,4,5,6,3,5,5,5,5,5,5,5,4,4,4,4,4,4,5,3,4,3,3,7,5,6100652c5329da76a962cdb3,
2023-08-07 09:42:18,2023-08-07 10:39:38,0,70.18.215.201,100,3440,1,2023-08-07 10:39:39,R_1DwL3oYzoTImEmw,,,,,40.7503,-74.0014,anonymous,EN,1,1,5f0a768d79e052185602759b,28,2,4,2,2,2,4,4,5,6,5,2,2,6,6,2,6,4,5,4,5,3,4,3,4,1,2,0,3,3,1,2,3,1,1,0,5,4,4,4,5,4,4,5,4,4,4,2,2,2,4,2,4,2,2,3,3,3,1,3,3,2,3,2,2,2,3,3,3,3,3,2,2,2,1,2,3,3,2,2,3,2,3,2,3,2,3,3,2,2,3,2,1,3,3,1,4,3,3,3,3,3,3,4,3,4,3,4,3,4,3,3,3,3,3,3,4,2,4,4,4,4,4,2,4,3,3,3,5,6,1,4,4,4,5,5,4,4,4,3,3,2,5,5,2,6,6,4,3,6,6,5f0a768d79e052185602759b,
2023-08-07 11:15:31,2023-08-07 11:44:03,0,76.157.232.117,100,1712,1,2023-08-07 11:44:04,R_2ZBnRzecoGSkRH6,,,,,41.5067,-87.9631,anonymous,EN,1,1,6282571cf39cd89341a474e9,21,1,6,1,1,6,5,4,3,2,3,3,2,5,2,6,2,6,5,3,5,4,4,4,3,3,2,4,2,2,1,2,2,3,2,0,5,4,4,5,5,6,4,3,4,4,4,3,2,2,2,3,2,2,2,1,3,2,4,2,3,2,1,2,2,2,1,3,2,2,4,2,2,3,2,2,3,1,2,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,3,2,4,3,4,4,5,3,2,4,4,4,3,4,4,1,3,6,4,4,4,4,5,4,4,3,3,4,4,3,3,4,3,5,6,4,4,4,5,5,5,4,4,6,4,5,5,4,5,3,4,4,6,5,5,3,6282571cf39cd89341a474e9,
