StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,PhotoCriteria,Informed Consent,Prolific_ID,Age,Bio_Sex,Ethnicity,Ethnicity2,Gend_Ident.,RSQ_1a,RSQ_1b,RSQ_2a,RSQ_2b,RSQ_3a,RSQ_3b,RSQ_4a,RSQ_4b,RSQ_5a,RSQ_5b,RSQ_6a,RSQ_6b,RSQ_7a,RSQ_7b,RSQ_8a,RSQ_8b,BRCS_1,BRCS_2,BRCS_3,BRCS_4,PerceivedStress_1,PerceivedStress_2,PerceivedStress_3,PerceivedStress_4,PerceivedStress_5,PerceivedStress_6,PerceivedStress_7,PerceivedStress_8,PerceivedStress_9,PerceivedStress_10,attnchk,ERQ_1,ERQ_11,ERQ_12,ERQ_13,ERQ_14,ERQ_15,ERQ_16,ERQ_17,ERQ_18,ERQ_19,AQ_1,AQ_2,AQ_3,AQ_4,AQ_5,AQ_6,AQ_7,AQ_8,AQ_9,AQ_10,AQ_11,AQ_12,AQ_13,AQ_14,AQ_15,AQ_16,AQ_17,AQ_18,AQ_19,AQ_20,AQ_21,AQ_22,AQ_23,AQ_24,AQ_25,AQ_26,AQ_27,AQ_28,AQ_29,AQ_30,attnchk,AQ_31,AQ_32,AQ_33,AQ_34,AQ_35,AQ_36,AQ_37,AQ_38,AQ_39,AQ_40,AQ_41,AQ_42,AQ_43,AQ_44,AQ_45,AQ_46,AQ_47,AQ_48,AQ_49,AQ_50,SCS_1,SCS_2,SCS_3,SCS_4,SCS_5,SCS_6,SCS_7,SCS_8,SCS_9,SCS_10,SCS_11,SCS_12,SCS_13,SCS_14,SCS_15,SCS_16,SCS_17,SCS_18,SCS_19,SCS_20,NTBS_1,NTBS_2,NTBS_3,NTBS_4,NTBS_5,attnchk,NTBS_6,NTBS_7,NTBS_8,NTBS_9,NTBS_10,SRQ_1,SRQ_2,SRQ_3,SRQ_4,SRQ_5,SRQ_6,SRQ_7,SRQ_8,SRQ_9,SRQ_10,SRQ_11,SRQ_12,SRQ_13,SRQ_14,SRQ_15,SRQ_16,SRQ_17,SRQ_18,SRQ_19,SRQ_20,SRQ_21,SRQ_22,SRQ_23,PROLIFIC_PID,Create New Field or Choose From Dropdown...
3/8/23 7:35,3/8/23 7:45,0,76.5.9.187,100,588,1,3/8/23 7:45,R_3JLCYrLzeoDMTlU,,,,,41.46,-82.1748,anonymous,EN,1,1,63ea54cae81a2baf10a14930,27,2,1,2,2,2,3,5,3,1,4,4,4,6,4,6,6,4,3,3,5,4,5,5,3,2,3,2,2,1,3,1,2,3,4,0,6,4,5,3,6,4,5,5,5,6,4,2,1,2,1,2,2,1,4,3,4,1,1,2,3,2,4,4,4,4,4,2,1,4,4,1,1,3,1,4,3,1,3,1,2,3,1,3,4,2,2,1,3,3,3,3,1,3,1,1,1,3,4,5,6,1,3,4,5,4,2,4,3,6,2,4,2,3,5,5,1,4,3,4,5,3,4,2,5,3,2,2,3,6,1,1,2,6,5,3,6,4,5,1,2,1,3,7,1,5,7,6,2,7,2,63ea54cae81a2baf10a14930,
3/8/23 7:36,3/8/23 7:50,0,74.79.247.7,100,815,1,3/8/23 7:50,R_1LkeQ8hrlASnjfI,,,,,43.075,-76.9892,anonymous,EN,1,1,614f08a78143ac540c204c35,29,1,1,2,1,1,4,1,4,1,4,1,4,1,4,1,4,1,4,5,6,3,5,5,4,0,0,1,4,4,0,4,4,0,0,0,6,4,6,2,7,2,7,7,4,7,3,2,1,4,2,3,4,1,4,1,3,1,1,1,4,4,2,4,4,4,4,3,3,4,1,3,1,3,3,1,3,1,1,4,1,4,1,1,3,4,1,1,4,3,3,4,2,2,1,2,1,1,1,2,1,2,2,5,2,3,3,4,4,4,3,2,4,3,1,3,2,4,2,5,3,2,4,2,5,1,1,1,2,7,1,1,1,7,5,1,6,4,4,1,4,1,1,7,1,4,7,7,1,7,1,614f08a78143ac540c204c35,
3/8/23 7:29,3/8/23 7:51,0,73.44.88.215,100,1372,1,3/8/23 7:52,R_tS9VjJVi3SNvNf3,,,,,41.6133,-87.0446,anonymous,EN,1,1,60fd80b85dd6b22f66d16822,32,2,1,2,2,4,3,2,3,3,4,3,4,2,3,3,2,6,3,4,5,4,3,4,4,2,2,3,3,2,0,2,3,2,3,0,6,6,5,6,4,6,5,6,7,5,3,2,1,3,2,4,3,1,4,4,3,4,1,3,3,4,3,2,4,3,4,1,4,3,2,1,4,3,1,3,3,1,3,2,4,2,2,2,3,3,2,4,4,2,3,3,1,3,2,2,3,5,5,6,5,3,5,2,5,2,4,3,2,3,2,5,2,2,2,3,1,5,4,3,4,3,4,2,4,2,4,3,3,6,1,2,2,5,3,1,3,2,2,3,4,1,3,6,1,5,6,6,3,6,3,60fd80b85dd6b22f66d16822,
3/8/23 7:52,3/8/23 7:59,0,75.83.193.162,100,465,1,3/8/23 7:59,R_32XTjQvr5JIQtMh,,,,,34.6906,-118.1417,anonymous,EN,1,1,63d82d20ed2b67b4f77f1fc7,19,1,6,1,1,3,5,3,6,2,3,2,6,5,6,2,6,6,5,6,6,3,3,3,3,2,2,2,2,2,2,2,2,2,2,0,4,4,4,4,4,4,4,3,4,4,2,3,2,2,3,3,2,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,3,3,3,4,3,3,3,3,3,4,4,4,5,4,4,4,5,5,5,5,3,5,4,4,4,4,4,4,5,4,4,4,63d82d20ed2b67b4f77f1fc7,
3/8/23 7:36,3/8/23 8:01,0,172.58.178.233,100,1481,1,3/8/23 8:01,R_1eLVjMpM2reRD1q,,,,,32.7797,-96.8022,anonymous,EN,1,1,63d07155a81baf5108925992,31,2,4,2,2,2,3,3,6,3,3,6,3,1,4,6,3,1,4,4,2,4,4,4,4,2,2,2,3,3,3,3,3,2,1,0,6,5,5,4,6,5,5,5,6,5,2,2,1,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,3,4,3,2,2,2,3,2,1,3,3,3,2,1,3,2,3,2,2,2,2,1,2,2,1,1,3,3,2,2,2,2,2,4,2,2,2,2,4,2,4,4,4,4,4,4,4,4,4,2,4,4,5,4,4,4,3,4,4,3,3,2,2,6,6,2,6,4,6,4,2,3,5,5,2,3,2,5,6,2,5,6,3,3,6,4,63d07155a81baf5108925992,
3/8/23 7:32,3/8/23 8:03,0,198.180.129.20,100,1892,1,3/8/23 8:03,R_2U48RhlFblhknK6,,,,,42.9709,-77.5821,anonymous,EN,1,1,60fd5a99c4e4ead0c9a6fff4,29,2,1,2,2,1,3,6,5,6,3,5,3,2,4,2,5,2,3,2,5,4,2,3,3,3,3,4,2,1,2,2,2,3,3,0,2,4,1,2,4,4,4,4,3,2,1,2,1,3,1,2,4,1,4,2,2,1,2,2,3,3,3,3,4,4,3,3,2,2,1,3,2,3,2,3,3,1,2,4,2,4,2,3,2,4,2,4,3,3,2,3,2,2,2,3,1,4,4,2,3,2,3,3,4,4,1,4,3,3,3,2,2,4,2,3,3,4,1,4,3,1,4,1,5,2,3,2,4,5,2,3,1,5,5,2,4,5,4,1,3,2,5,6,1,5,7,5,3,6,1,60fd5a99c4e4ead0c9a6fff4,
3/8/23 7:33,3/8/23 8:04,0,70.106.227.2,100,1878,1,3/8/23 8:04,R_2737ENDtEXJ1dl1,,,,,39.018,-77.539,anonymous,EN,1,1,63ecfea248ea89e9bb6b2a9a,35,1,4,2,1,5,4,4,3,3,4,2,3,4,4,4,3,3,4,3,6,4,5,4,4,1,1,1,3,3,2,3,3,3,1,0,6,6,7,7,6,6,3,3,2,6,2,3,3,3,4,4,3,1,4,1,1,1,2,2,3,2,2,2,2,3,2,3,3,2,3,2,3,2,3,1,3,2,2,2,1,4,3,2,2,2,2,2,2,2,1,1,2,2,3,4,2,5,2,3,4,3,2,4,5,5,3,5,5,5,5,5,6,5,5,6,6,2,4,4,4,4,4,4,2,4,4,4,6,7,2,7,6,2,6,5,6,6,6,6,6,2,5,5,2,6,6,7,2,6,3,63ecfea248ea89e9bb6b2a9a,
3/8/23 7:24,3/8/23 8:07,0,71.191.179.173,100,2550,1,3/8/23 8:07,R_1msDJhieBFym7JK,,,,,38.894,-77.0365,anonymous,EN,1,1,5dd5db1ded7ea4574c7bc996,28,1,2,2,1,3,3,6,3,1,4,1,6,1,3,1,6,5,2,6,5,4,4,4,3,2,3,2,2,2,1,2,2,2,1,0,6,5,6,3,6,5,6,5,3,5,3,2,2,2,3,2,2,1,3,3,2,1,4,3,3,3,2,4,2,3,4,3,2,3,3,3,2,2,4,3,3,2,2,4,2,4,2,3,2,4,3,3,3,3,2,3,3,3,3,3,3,4,3,2,3,2,2,2,4,3,2,4,4,4,4,4,4,2,1,4,3,3,2,3,3,4,4,2,4,2,3,3,6,6,4,6,3,6,3,3,6,5,5,5,6,3,5,6,3,6,6,6,3,6,3,5dd5db1ded7ea4574c7bc996,
3/8/23 7:52,3/8/23 8:08,0,99.127.211.252,100,986,1,3/8/23 8:08,R_3MhvOig1fJPGQOy,,,,,33.933,-84.604,anonymous,EN,1,1,6112dccad39227e361c13866,22,2,1,2,2,1,4,6,3,2,6,2,6,2,3,5,3,5,4,4,6,3,4,5,4,3,2,4,2,2,3,2,2,1,3,0,2,6,2,2,3,4,2,2,6,2,3,2,2,2,1,1,4,2,4,2,2,1,3,1,1,1,2,2,4,3,4,2,1,2,4,3,1,3,2,4,3,1,2,2,2,4,2,2,1,3,1,1,2,1,1,3,2,3,2,4,3,5,4,4,5,3,5,4,3,4,4,4,2,2,3,4,6,4,1,3,5,1,4,1,5,5,4,4,1,5,5,5,6,5,1,5,4,7,6,3,6,6,6,3,5,1,7,6,1,6,7,6,1,6,3,6112dccad39227e361c13866,
3/8/23 7:58,3/8/23 8:10,0,70.188.180.150,100,775,1,3/8/23 8:10,R_SPmKo3WvnFu93fr,,,,,41.874,-71.3844,anonymous,EN,1,1,62fb84322433c8d7e890a145,22,2,1,2,2,4,3,6,3,2,3,3,2,6,3,2,6,6,3,3,2,3,2,2,4,3,3,2,1,1,3,1,1,3,2,0,5,7,3,5,4,3,2,4,1,3,3,3,2,3,2,3,3,3,4,2,4,2,3,2,4,2,3,3,4,3,2,1,2,1,3,1,3,2,3,3,3,2,2,2,1,3,3,3,4,3,2,2,2,3,3,3,1,3,3,2,2,5,5,6,6,5,6,2,4,2,4,4,3,3,2,3,4,3,4,2,3,2,3,2,4,4,4,3,3,4,4,4,4,5,2,4,2,5,4,2,7,4,5,2,6,2,4,6,1,7,6,7,4,7,2,62fb84322433c8d7e890a145,
3/8/23 8:15,3/8/23 8:26,0,12.86.85.170,100,649,1,3/8/23 8:26,R_bJjwC4nG3aJKfyF,,,,,38.2539,-85.76,anonymous,EN,1,1,61085078e47522106cadb883,27,2,1,,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,4,3,2,2,2,2,2,2,0,3,4,3,3,5,3,4,3,5,4,2,1,3,2,3,2,3,2,3,3,3,2,3,3,3,3,2,3,4,3,2,3,3,2,3,2,3,2,3,2,3,3,2,3,2,2,3,2,3,3,2,3,2,3,2,3,2,2,3,2,3,2,2,4,4,4,4,4,2,4,2,3,3,3,2,3,3,3,3,3,3,3,3,3,4,4,4,4,2,4,3,3,5,5,2,2,2,5,5,5,5,3,5,5,5,3,5,5,2,4,3,5,3,5,5,61085078e47522106cadb883,
3/8/23 8:40,3/8/23 8:49,0,172.58.219.187,100,526,1,3/8/23 8:49,R_BAfSHFYSmRbu2Ax,,,,,42.3253,-71.0951,anonymous,EN,1,1,608209b96e955ba5201eff25,21,2,1,2,3,3,6,6,6,3,5,6,6,5,6,2,6,2,5,3,5,4,4,4,2,3,2,3,2,2,3,2,1,2,3,0,3,3,3,5,5,3,5,5,3,5,2,2,2,1,2,2,1,2,2,4,3,1,2,3,3,1,3,2,2,3,4,3,1,3,4,2,3,3,3,3,3,3,4,1,3,2,3,4,3,1,4,1,2,2,2,2,1,2,3,3,4,5,5,5,5,4,5,3,5,3,5,4,3,4,2,5,3,4,2,2,3,2,2,2,4,4,4,2,2,4,4,4,6,6,3,6,2,6,5,5,5,5,6,2,3,2,5,6,2,5,6,3,2,6,2,608209b96e955ba5201eff25,
3/8/23 8:50,3/8/23 9:06,0,174.80.244.124,100,979,1,3/8/23 9:06,R_2pRcOSLt1lBKQHy,,,,,35.9188,-81.5403,anonymous,EN,1,1,63d7c5cbacd85e95302f3a62,34,1,1,2,1,1,4,5,1,1,4,3,1,1,4,5,1,6,1,3,1,2,4,3,3,3,3,3,1,0,3,2,0,2,3,0,5,7,5,6,5,6,5,5,6,5,3,4,4,1,3,4,3,4,4,3,4,3,2,4,1,2,4,2,2,3,4,1,2,1,3,1,4,4,1,3,3,2,3,2,3,3,4,3,4,2,2,3,2,4,4,1,1,4,4,1,2,6,6,6,6,6,6,1,6,1,6,1,1,2,2,6,1,1,6,1,1,3,3,1,1,4,4,2,5,4,3,4,1,7,1,4,1,7,2,1,6,6,2,4,5,1,5,5,1,2,6,6,1,7,5,63d7c5cbacd85e95302f3a62,
3/8/23 8:38,3/8/23 9:15,0,67.198.79.140,100,2203,1,3/8/23 9:15,R_2uDp5KbgNbB0Kex,,,,,30.3023,-97.6914,anonymous,EN,1,1,5d76d2f7daf4bf00164d585b,28,2,1,2,2,1,4,6,3,1,4,4,2,1,4,4,2,4,3,3,4,4,2,3,3,2,4,4,1,1,4,2,1,3,4,0,5,4,4,1,2,1,5,4,6,4,1,3,1,1,1,1,4,1,2,2,2,1,4,1,1,4,2,4,2,3,1,3,1,1,3,3,2,4,4,4,3,1,4,2,1,2,1,3,1,2,1,1,4,4,1,3,1,1,1,4,1,3,2,5,1,2,1,6,3,6,1,6,5,3,6,1,6,6,1,3,4,1,5,1,5,5,4,5,1,5,5,5,7,4,1,7,1,7,7,3,3,7,7,3,1,1,7,4,1,7,7,1,3,7,1,5d76d2f7daf4bf00164d585b,
3/8/23 8:56,3/8/23 9:29,0,73.246.53.15,100,2017,1,3/8/23 9:29,R_3qdkFUuZzr1Zvoh,,,,,42.1112,-88.0439,anonymous,EN,1,1,5ed543442db0060a955d12e1,34,1,4,2,1,1,4,4,6,3,5,4,3,2,4,3,6,3,3,3,2,4,4,5,4,2,3,3,2,2,3,1,1,2,3,0,5,7,7,7,4,7,5,5,7,5,2,3,1,2,2,1,4,1,2,1,3,1,2,2,1,4,3,3,1,4,4,2,1,3,2,2,1,1,4,4,3,1,4,3,2,4,1,3,3,4,4,1,4,3,3,4,1,2,3,4,4,5,6,5,5,5,6,2,5,2,5,3,1,3,2,5,3,2,5,2,1,2,5,2,4,5,4,4,2,5,4,5,6,7,1,5,2,7,7,5,2,6,6,2,3,2,6,7,2,6,7,6,5,7,2,5ed543442db0060a955d12e1,
3/8/23 9:26,3/8/23 9:31,0,71.193.16.15,100,273,1,3/8/23 9:31,R_UVz4Sr8g2w4u6iZ,,,,,38.581,-121.4939,anonymous,EN,1,1,63d7f1740f670fc25e1d663a,28,1,4,2,1,4,6,3,6,2,3,2,3,6,3,2,3,6,2,5,6,3,4,4,4,3,3,3,3,1,2,2,2,3,2,0,4,5,5,5,4,4,5,4,4,5,4,3,2,3,2,1,4,2,2,1,2,1,2,2,1,1,2,2,1,1,2,2,1,2,1,3,2,3,1,2,3,1,2,2,1,3,3,2,2,3,2,2,2,2,2,2,1,2,2,3,2,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,4,3,3,3,4,4,4,4,2,4,3,4,5,4,3,4,5,5,4,5,7,5,6,3,5,5,4,5,6,5,6,5,6,6,6,63d7f1740f670fc25e1d663a,
3/8/23 9:18,3/8/23 9:36,0,98.11.79.169,100,1048,1,3/8/23 9:36,R_BQdgY3JNMFJZ6cV,,,,,43.5604,-76.1166,anonymous,EN,1,1,6150b927614a4f154f311f9d,32,2,1,2,2,1,4,5,3,1,4,1,4,1,4,1,4,1,4,5,5,5,4,4,4,2,2,4,3,2,2,3,2,1,2,0,4,5,2,1,2,4,2,1,5,1,3,2,1,2,2,1,4,1,2,2,3,1,1,1,1,4,3,3,3,4,4,4,1,3,3,3,1,3,3,4,3,1,2,3,2,4,2,2,2,3,1,2,4,1,3,3,2,2,1,4,2,5,5,1,2,3,1,5,3,2,6,4,4,3,3,3,3,6,2,3,1,4,3,5,4,3,4,3,5,2,1,2,2,7,1,3,1,7,4,1,4,3,4,4,4,1,4,7,1,2,7,4,5,7,4,6150b927614a4f154f311f9d,
3/8/23 9:17,3/8/23 9:46,0,99.10.70.58,100,1750,1,3/8/23 9:46,R_2RVUueCJOocs1Xu,,,,,32.7449,-117.165,anonymous,EN,1,1,630d38824bad7ea1700632d0,28,1,2,2,1,4,3,3,6,3,6,2,3,6,3,3,6,4,4,6,3,2,4,3,3,3,2,2,3,1,3,3,2,4,4,0,5,6,4,6,4,5,4,5,5,4,2,3,2,3,2,2,3,2,3,2,3,2,3,3,3,3,3,3,2,2,3,2,2,2,3,3,2,3,2,3,3,2,3,3,3,3,2,2,3,3,2,3,2,2,2,2,2,3,2,3,4,3,5,3,2,3,4,5,4,5,5,4,5,5,5,4,6,5,4,5,3,2,4,3,3,4,4,3,4,4,4,3,5,4,2,5,4,5,6,2,4,4,5,2,1,2,5,5,2,4,6,5,2,6,4,630d38824bad7ea1700632d0,
3/8/23 9:37,3/8/23 9:52,0,74.90.233.148,100,882,1,3/8/23 9:52,R_246PF2tjoa6kPI9,,,,,40.6372,-73.9037,anonymous,EN,1,1,5b6c312fa1fda800015fe165,32,2,2,2,2,3,4,6,3,3,3,4,6,5,3,1,4,4,5,5,6,4,3,5,4,2,2,3,2,2,3,2,1,2,2,0,5,2,7,1,6,1,6,5,3,6,3,4,1,3,1,4,4,1,3,2,4,2,3,2,2,2,2,3,4,4,4,3,3,1,3,3,1,3,3,4,3,1,2,4,2,3,1,1,2,2,1,2,3,2,2,3,1,2,1,3,2,4,3,5,6,4,4,3,3,5,4,4,5,4,3,4,6,3,2,3,2,4,3,2,4,5,4,3,2,3,3,4,5,7,1,3,1,7,6,1,4,6,5,5,2,1,4,7,1,6,7,2,3,6,5,5b6c312fa1fda800015fe165,
3/8/23 10:01,3/8/23 10:07,0,131.212.250.243,100,342,1,3/8/23 10:07,R_1luUxv4PMms7ahx,,,,,44.9764,-93.224,anonymous,EN,1,1,60fdb9ec6c3006abe82e5182,23,2,1,2,2,3,6,6,2,6,3,2,6,3,5,6,6,3,3,3,5,4,3,3,4,2,2,1,3,1,2,2,1,1,2,0,3,6,5,4,4,5,3,5,4,2,3,2,3,4,1,2,3,2,3,3,1,3,2,3,4,3,2,3,1,3,3,3,2,4,3,2,3,4,3,2,3,3,2,2,3,2,2,3,2,3,3,2,2,3,4,3,2,3,3,2,3,4,5,2,3,6,4,3,3,5,4,3,4,4,5,3,5,4,4,5,5,3,4,2,3,4,4,2,2,3,4,3,5,7,2,5,5,3,4,6,3,5,4,3,4,3,5,5,4,3,4,5,4,6,3,60fdb9ec6c3006abe82e5182,
3/8/23 9:58,3/8/23 10:10,0,216.115.142.42,100,750,1,3/8/23 10:10,R_1DJh0pOIF6POPuI,,,,,30.4042,-91.1431,anonymous,EN,,1,605b5b5feff0e95f2cd60834,25,2,1,2,2,1,3,4,6,2,4,4,6,1,4,2,2,2,3,4,5,4,5,4,4,1,1,1,3,3,2,2,3,2,1,0,6,7,6,1,5,1,6,5,1,5,3,2,1,2,3,3,3,2,4,2,3,3,1,2,2,2,3,4,3,3,4,2,3,1,2,1,2,1,2,1,3,1,2,3,1,4,2,1,3,4,2,4,2,2,2,3,1,2,1,3,1,5,4,5,6,5,4,6,6,6,6,4,4,3,3,4,6,3,3,4,2,4,2,4,5,4,4,3,4,3,3,2,6,7,1,5,2,7,5,2,1,5,6,3,1,2,5,6,1,5,5,6,5,6,5,605b5b5feff0e95f2cd60834,
3/8/23 11:11,3/8/23 11:24,0,24.119.136.73,100,813,1,3/8/23 11:24,R_2zMRPZMkWgFYUEV,,,,,34.4958,-112.3783,anonymous,EN,1,1,63ddc6baab6a2130b8a41bf7,30,1,1,1,1,4,6,6,3,4,4,3,3,3,3,3,3,6,3,4,3,4,4,4,4,2,2,2,2,2,2,2,2,2,2,0,6,5,6,5,5,5,6,6,3,5,2,2,1,1,2,3,4,1,3,2,2,3,1,2,1,2,2,2,2,1,2,1,3,1,2,2,2,1,2,1,3,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,6,3,4,6,6,4,3,3,2,6,3,4,6,3,3,6,6,5,2,2,3,4,2,5,5,4,3,4,5,5,5,7,7,1,3,1,7,7,1,6,7,7,7,4,1,7,7,1,7,7,7,4,7,7,63ddc6baab6a2130b8a41bf7,
